,name,display_address,rating,review_count,price,latitude,longitude,bid,type
212,Marugame Udon,"3251 20th Ave, Space 184, San Francisco, CA 94132",4.0,2129,$$,-9999.0,-9999.0,88873,Japanese
213,Marugame Udon,"3251 20th Ave, Space 184, San Francisco, CA 94132",4.0,2129,$$,-9999.0,-9999.0,93448,Japanese
214,Marugame Udon,"3251 20th Ave, Space 184, San Francisco, CA 94132",4.0,2129,$$,-9999.0,-9999.0,93469,Japanese
215,Marugame Udon,"3251 20th Ave, Space 184, San Francisco, CA 94132",4.0,2129,$$,-9999.0,-9999.0,95653,Japanese
216,Marugame Udon,"3251 20th Ave, Space 184, San Francisco, CA 94132",4.0,2129,$$,-9999.0,-9999.0,99298,Japanese
217,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,37.728497,-122.475639,3267,Pancakes
218,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,37.728497,-122.475639,4636,Pancakes
219,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,37.728497,-122.475639,522,Pancakes
220,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,60632,Pancakes
221,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,67414,Pancakes
222,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,71413,Pancakes
223,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,76060,Pancakes
224,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,76126,Pancakes
225,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,82441,Pancakes
226,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,84469,Pancakes
227,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,85078,Pancakes
228,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,88461,Pancakes
229,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,88829,Pancakes
230,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,88873,Pancakes
231,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,93448,Pancakes
232,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,93469,Pancakes
233,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,95653,Pancakes
234,Gram Cafe & Pancakes,"3251 20th Ave, Ste 172, San Francisco, CA 94132",4.0,931,$$,-9999.0,-9999.0,99298,Pancakes
235,Pink Onion,"64 14th St, San Francisco, CA 94103",4.5,592,$$,-9999.0,-9999.0,90511,Pizza
236,Pancake Boy,"4007 24th St, San Francisco, CA 94114",4.0,1103,$$,-9999.0,-9999.0,72027,Breakfast & Brunch
237,Just For You Cafe,"732 22nd St, San Francisco, CA 94107",4.0,1563,$$,37.757948,-122.388862,1671,American (Traditional)
238,Montesacro SOMA,"510 Stevenson St, San Francisco, CA 94103",4.5,840,$$,-9999.0,-9999.0,82538,Italian
239,Saru Sushi Bar - Noe Valley,"3856 24th St, San Francisco, CA 94114",4.5,917,$$$,37.751648,-122.428783,67690,Sushi Bars
240,Tataki,"2827 California St, San Francisco, CA 94115",4.0,1346,$$,-9999.0,-9999.0,86924,Sushi Bars
241,Muracci's Japanese Curry & Grill,"307 Kearny St, Ste 204, San Francisco, CA 94108",4.0,1756,$$,37.790924,-122.404094,36786,Japanese Curry
242,Hinata,"810 Van Ness Ave, San Francisco, CA 94109",4.5,655,$$$$,-9999.0,-9999.0,101757,Sushi Bars
243,Izakaya Sozai,"1500 Irving St, San Francisco, CA 94122",4.0,2116,$$,-9999.0,-9999.0,66736,Ramen
244,The New Spot On Polk,"2401 Polk St, San Francisco, CA 94109",4.5,815,$$,-9999.0,-9999.0,92463,Breakfast & Brunch
245,Starbelly,"3583 16th St, San Francisco, CA 94114",4.0,2056,$$,37.764233,-122.43254,60400,Comfort Food
246,Flour + Water,"2401 Harrison St, San Francisco, CA 94110",3.5,2422,$$$,37.758913,-122.412426,59637,Italian
247,Picaro,"3120 16th St, San Francisco, CA 94103",4.0,1780,$$,37.764908,-122.422442,3838,Spanish
248,Trattoria Contadina,"1800 Mason St, San Francisco, CA 94133",4.0,1410,$$,37.800147,-122.412456,3481,Italian
249,Ozumo,"161 Steuart St, San Francisco, CA 94105",4.0,2549,$$$,37.792604,-122.392268,3409,Sushi Bars
250,SusieCakes,"2109 Chestnut St, San Francisco, CA 94123",4.0,1192,$$$,-9999.0,-9999.0,88380,Bakeries
251,Powder,"260 Divisadero St, San Francisco, CA 94117",4.5,642,$$,-9999.0,-9999.0,99223,Desserts
252,Perilla,"836 Irving St, San Francisco, CA 94122",4.0,1447,$$,-9999.0,-9999.0,79821,Vietnamese
253,Cotogna,"490 Pacific Ave, San Francisco, CA 94133",4.0,1627,$$$,37.797378,-122.403344,63918,Italian
254,Delarosa,"2175 Chestnut St, San Francisco, CA 94123",4.0,1770,$$,37.800414,-122.439127,61512,Italian
255,Swensen's,"1999 Hyde St, San Francisco, CA 94109",4.0,1116,$,37.799187,-122.419115,3323,Ice Cream & Frozen Yogurt
256,Gusto Pinsa Romana,"1000 Bush St, San Francisco, CA 94109",4.5,484,$$,-9999.0,-9999.0,98223,Pizza
257,Wako Japanese Restaurant,"211 Clement St, San Francisco, CA 94118",4.5,694,$$$$,-9999.0,-9999.0,75574,Japanese
258,Burma Love,"211 Valencia St, San Francisco, CA 94103",4.0,1452,$$,-9999.0,-9999.0,83643,Burmese
259,Original Joe's,"601 Union St, San Francisco, CA 94133",4.0,1761,$$,37.800363,-122.409477,68090,Italian
260,Manna,"845 Irving St, San Francisco, CA 94122",4.0,1240,$$,37.763983,-122.46709,65382,Korean
261,Pho Huynh Hiep 2 - Kevin's Noodle House,"1833 Irving St, San Francisco, CA 94122",4.0,1812,$$,37.763503,-122.477748,3211,Vietnamese
262,Good Luck Dim Sum,"736 Clement St, San Francisco, CA 94118",4.0,1774,$,-9999.0,-9999.0,77960,Dim Sum
263,Cordon Bleu,"1574 California St, San Francisco, CA 94109",4.0,1104,$$,37.790683,-122.420264,1345,Vietnamese
264,Nopalito,"306 Broderick St, San Francisco, CA 94117",4.0,1962,$$,37.773348,-122.439147,40001,Mexican
265,Old Skool Cafe,"1429 Mendell St, San Francisco, CA 94124",4.5,603,$$,37.73434,-122.390559,67923,Soul Food
266,Beit Rima,"138 Church St, San Francisco, CA 94114",4.5,549,$$,-9999.0,-9999.0,102398,Arabic
267,Pica Pica Arepa Kitchen,"401 Valencia St, San Francisco, CA 94103",4.0,1601,$$,37.766394,-122.421986,62532,Gluten-Free
268,Bobo's Steakhouse,"1450 Lombard St, San Francisco, CA 94123",4.0,2192,$$$,37.801218,-122.425535,2725,Steakhouses
269,Atelier Crenn,"3127 Fillmore St, San Francisco, CA 94123",4.5,799,$$$$,37.798403,-122.435804,65060,French
270,Miyako Old Fashioned Ice Cream,"1470 Fillmore St, San Francisco, CA 94118",5.0,411,$,37.783017,-122.432584,328,Ice Cream & Frozen Yogurt
271,The Richmond,"615 Balboa St, San Francisco, CA 94118",4.5,734,$$$,37.777123,-122.46534,16047,American (New)
272,Crepevine Restaurants,"624 Irving St, San Francisco, CA 94122",4.0,1683,$$,-9999.0,-9999.0,74759,Creperies
273,Zushi Puzzle,"1910 Lombard St, San Francisco, CA 94123",4.0,1365,$$$,37.800248,-122.433053,2063,Sushi Bars
274,Sushi Bistro,"452 Balboa St, San Francisco, CA 94118",4.0,1531,$$,-9999.0,-9999.0,88954,Sushi Bars
275,Nojo Ramen Tavern,"231 Franklin St, San Francisco, CA 94102",4.0,1050,$$,-9999.0,-9999.0,85279,Ramen
276,Off the Grid: Fort Mason Center,"2 Marina Blvd, Fort Mason Center Parking Lot, San Francisco, CA 94123",4.0,1012,$$,-9999.0,-9999.0,100036,Food Trucks
277,Off the Grid: Fort Mason Center,"2 Marina Blvd, Fort Mason Center Parking Lot, San Francisco, CA 94123",4.0,1012,$$,-9999.0,-9999.0,90733,Food Trucks
278,Off the Grid: Fort Mason Center,"2 Marina Blvd, Fort Mason Center Parking Lot, San Francisco, CA 94123",4.0,1012,$$,-9999.0,-9999.0,94455,Food Trucks
279,Off the Grid: Fort Mason Center,"2 Marina Blvd, Fort Mason Center Parking Lot, San Francisco, CA 94123",4.0,1012,$$,-9999.0,-9999.0,95019,Food Trucks
280,Greens Restaurant,"2 Marina Blvd, Bldg A, Fort Mason, San Francisco, CA 94123",4.0,2241,$$$,-9999.0,-9999.0,100036,Vegetarian
281,Greens Restaurant,"2 Marina Blvd, Bldg A, Fort Mason, San Francisco, CA 94123",4.0,2241,$$$,-9999.0,-9999.0,90733,Vegetarian
282,Greens Restaurant,"2 Marina Blvd, Bldg A, Fort Mason, San Francisco, CA 94123",4.0,2241,$$$,-9999.0,-9999.0,94455,Vegetarian
283,Greens Restaurant,"2 Marina Blvd, Bldg A, Fort Mason, San Francisco, CA 94123",4.0,2241,$$$,-9999.0,-9999.0,95019,Vegetarian
284,Pineapple King Bakery,"1915 Irving St, San Francisco, CA 94122",4.5,805,$,-9999.0,-9999.0,81258,Bakeries
285,San Francisco's Hometown Creamery,"1290 9th Ave, San Francisco, CA 94122",4.5,883,$$,-9999.0,-9999.0,82337,Ice Cream & Frozen Yogurt
286,San Francisco's Hometown Creamery,"1290 9th Ave, San Francisco, CA 94122",4.5,883,$$,-9999.0,-9999.0,96542,Ice Cream & Frozen Yogurt
287,Yamo,"3406 18th St, San Francisco, CA 94110",4.0,2027,$,37.761882,-122.419599,1231,Burmese
288,Broken Record,"1166 Geneva Ave, San Francisco, CA 94112",4.0,1256,$$,37.71444,-122.436835,34102,Dive Bars
289,Miette Patisserie & Confiserie,"Ferry Building, Shop 10, San Francisco, CA 94111",4.0,1564,$$,37.795184,-122.393819,9463,Bakeries
290,Boba Guys,"3491 19th St, San Francisco, CA 94110",4.0,1516,$,-9999.0,-9999.0,74039,Bubble Tea
291,Dinosaurs,"2275 Market St, San Francisco, CA 94114",4.0,944,$,37.764697,-122.432322,1354,Vietnamese
292,Sushi Time,"2275 Market St, San Francisco, CA 94114",4.0,716,$$,37.764697,-122.432322,1354,Japanese
293,Palmyra,"700 Haight St, San Francisco, CA 94117",4.0,962,$,37.771698,-122.433903,64843,Mediterranean
294,Amber India,"25 Yerba Buena Ln, San Francisco, CA 94103",4.0,2216,$$,37.785386,-122.403918,38259,Indian
295,Box Kitchen,"431 Natoma St, San Francisco, CA 94103",4.5,816,$$,37.781249,-122.406222,66255,Food Stands
296,Tempest,"431 Natoma St, San Francisco, CA 94103",4.0,759,$$,37.781249,-122.406222,66255,American (Traditional)
297,Alimento,"507 Columbus Ave, San Francisco, CA 94133",4.5,787,$,-9999.0,-9999.0,85097,Italian
298,Gialina Pizzeria,"2842 Diamond St, San Francisco, CA 94131",4.0,1129,$$,37.733934,-122.434095,32738,Pizza
299,Mona Lisa Restaurant,"353 Columbus Ave, San Francisco, CA 94133",4.0,2061,$$,-9999.0,-9999.0,82485,Italian
300,Sushirrito,"226 Kearny St, San Francisco, CA 94108",4.0,1572,$$,-9999.0,-9999.0,73849,Japanese
301,Pork Store Cafe,"1451 Haight St, San Francisco, CA 94117",4.0,1415,$$,37.770063,-122.446247,1047,Breakfast & Brunch
302,Little Delhi,"83 Eddy St, San Francisco, CA 94102",4.0,2015,$$,37.784394,-122.409047,59178,Indian
303,Lokma,"1801 Clement St, San Francisco, CA 94121",4.5,487,$$,-9999.0,-9999.0,93947,Mediterranean
304,Omakase,"665 Townsend St, San Francisco, CA 94103",4.5,570,$$$$,-9999.0,-9999.0,80484,Sushi Bars
305,Papalote Mexican Grill,"3409 24th St, San Francisco, CA 94110",3.5,2275,$$,37.752073,-122.420939,32925,Mexican
306,Outerlands,"4001 Judah St, San Francisco, CA 94122",4.0,2305,$$,-9999.0,-9999.0,74829,Breakfast & Brunch
307,Tín Vietnamese Cuisine,"937 Howard St, San Francisco, CA 94103",4.0,1360,$$,-9999.0,-9999.0,91457,Vietnamese
308,The Little Chihuahua,"292 Divisadero St, San Francisco, CA 94117",4.0,1548,$$,37.771987,-122.437147,59988,Mexican
309,The Rotunda,"150 Stockton St, San Francisco, CA 94108",4.0,1774,$$$,37.787108,-122.406409,3578,American (New)
310,Oasis Grill,"91 Drumm St, San Francisco, CA 94111",4.0,1298,$$,37.794483,-122.396584,58,Middle Eastern
311,Oasis Grill,"91 Drumm St, San Francisco, CA 94111",4.0,1298,$$,-9999.0,-9999.0,69962,Middle Eastern
312,Yank Sing,"101 Spear St, San Francisco, CA 94105",3.5,2675,$$$,37.792577,-122.393992,1673,Dim Sum
313,Yank Sing,"101 Spear St, San Francisco, CA 94105",3.5,2675,$$$,37.792577,-122.393992,60475,Dim Sum
314,Bandit,"683 Geary St, San Francisco, CA 94102",4.5,503,$$,-9999.0,-9999.0,92174,Burgers
315,Canela Bistro & Wine Bar,"2272 Market St, San Francisco, CA 94114",4.5,734,$$$,-9999.0,-9999.0,66394,Spanish
316,Beanstalk Cafe,"724 Bush St, San Francisco, CA 94108",4.5,905,$,-9999.0,-9999.0,76763,Coffee & Tea
317,Chisme Cantina,"882 Sutter St, San Francisco, CA 94109",4.5,542,$$,-9999.0,-9999.0,82324,Tacos
318,Bouche,"603 Bush St, San Francisco, CA 94108",4.5,838,$$$,37.790323,-122.407348,59691,French
319,Saint Frank Coffee,"2340 Polk St, San Francisco, CA 94109",4.5,809,$,-9999.0,-9999.0,76409,Coffee & Tea
320,Little Skillet,"360 Ritch St, San Francisco, CA 94107",3.5,2081,$$,-9999.0,-9999.0,75406,Breakfast & Brunch
321,Volcano,"5454 Geary Blvd, San Francisco, CA 94121",4.0,1288,$$,37.780515,-122.477846,39695,Japanese Curry
322,Barbacco,"220 California St, San Francisco, CA 94111",4.0,1635,$$,37.793419,-122.399088,61550,Italian
323,Il Canto Cafe,"475 Sacramento St, San Francisco, CA 94111",4.5,481,$,37.794063,-122.400726,71915,Coffee & Tea
324,Home Plate,"2150 Lombard St, San Francisco, CA 94123",4.0,1421,$$,-9999.0,-9999.0,94288,Breakfast & Brunch
325,Press Club,"20 Yerba Buena Ln, San Francisco, CA 94103",4.0,1195,$$$,37.785386,-122.403723,37350,Wine Bars
326,Ritual Coffee Roasters,"1026 Valencia St, San Francisco, CA 94110",3.5,1918,$$,37.756427,-122.421094,18996,Coffee Roasteries
327,Butter,"354 11th St, San Francisco, CA 94103",4.0,1140,$,37.771168,-122.413179,2407,Dive Bars
328,Eiji,"317 Sanchez St, San Francisco, CA 94114",4.0,1118,$$,-9999.0,-9999.0,81971,Sushi Bars
329,"La Boulangerie de San Francisco, Pine","2325 Pine St, San Francisco, CA 94115",4.5,802,$,-9999.0,-9999.0,85158,Bakeries
330,My Tofu House,"4627 Geary Blvd, San Francisco, CA 94118",4.0,1694,$$,-9999.0,-9999.0,83148,Korean
331,Sanraku,"704 Sutter St, San Francisco, CA 94109",4.0,1802,$$,37.788798,-122.412164,2843,Japanese
332,LaoTable,"149 2nd St, San Francisco, CA 94105",4.0,1275,$$,37.787343,-122.398902,15738,Laotian
333,Patxi's Pizza,"511 Hayes St, San Francisco, CA 94102",3.5,2408,$$,37.776593,-122.425017,17762,Pizza
334,Pizzeria Delfina - Pacific Heights,"2406 California St, San Francisco, CA 94115",4.0,1511,$$,37.788878,-122.434283,38788,Pizza
335,San Francisco Wine Society,"408 Merchant St, San Francisco, CA 94111",4.5,822,$$,37.795428,-122.400714,67509,Wine Bars
336,Helmand Palace,"2424 Van Ness Ave, San Francisco, CA 94109",4.5,865,$$,-9999.0,-9999.0,83995,Afghan
337,Basil Thai Restaurant & Bar,"1175 Folsom St, San Francisco, CA 94103",4.0,1545,$$,37.775508,-122.409361,3459,Thai
338,El Metate Restaurant,"2406 Bryant St, San Francisco, CA 94110",4.0,1192,$$,-9999.0,-9999.0,70019,Mexican
339,Cha-Ya San Francisco,"762 Valencia St, San Francisco, CA 94110",4.0,1251,$$,37.760777,-122.421505,69181,Japanese
340,Marcella's Lasagneria,"1099 Tennessee St, San Francisco, CA 94107",4.5,445,$$,-9999.0,-9999.0,82636,Italian
341,Chloe's Cafe,"1399 Church St, San Francisco, CA 94114",4.0,1039,$$,37.748594,-122.427116,1332,Breakfast & Brunch
342,Kingdom Of Dumplings,"1713 Taraval St, San Francisco, CA 94116",3.5,2251,$$,-9999.0,-9999.0,80316,Dim Sum
343,Delarosa,"37 Yerba Buena Ln, San Francisco, CA 94103",4.0,1466,$$,-9999.0,-9999.0,84038,Pizza
344,Mazarine Coffee,"720 Market St, San Francisco, CA 94102",4.0,817,$$,-9999.0,-9999.0,79753,Coffee & Tea
345,The Grove Yerba Buena,"690 Mission St, San Francisco, CA 94105",3.5,2015,$$,37.786474,-122.401788,61602,Sandwiches
346,Arizmendi Bakery,"1268 Valencia St, San Francisco, CA 94110",4.5,688,$,37.752612,-122.420769,64116,Bakeries
347,Mikkeller Bar,"34 Mason St, San Francisco, CA 94102",4.0,1247,$$,-9999.0,-9999.0,74358,Gastropubs
348,Ace Wasabi  Rock-N-Roll Sushi,"3339 Steiner St, San Francisco, CA 94123",4.0,1008,$$,37.800215,-122.437834,3727,Sushi Bars
349,Curry Leaf,"943 Columbus Ave, San Francisco, CA 94133",4.5,758,$$,-9999.0,-9999.0,76543,Indian
350,Thai Idea Vegetarian,"710 Polk St, San Francisco, CA 94109",4.5,779,$$,-9999.0,-9999.0,93336,Thai
351,Marnee Thai,"2225 Irving St, San Francisco, CA 94122",4.0,1894,$$,37.763343,-122.481809,538,Thai
352,Zeitgeist,"199 Valencia St, San Francisco, CA 94103",3.5,2691,$,-9999.0,-9999.0,68799,Bars
353,Capo's by Tony Gemignani,"641 Vallejo St, San Francisco, CA 94133",4.0,896,$$,-9999.0,-9999.0,68321,Italian
354,CoffeeShop,"3139 Mission St, San Francisco, CA 94110",4.5,379,$$,-9999.0,-9999.0,74202,Coffee & Tea
355,Cafe Bunn Mi,"417 Clement St, San Francisco, CA 94118",4.0,1359,$$,37.782953,-122.4637,66361,Vietnamese
356,Ananda Fuara,"1298 Market St, San Francisco, CA 94102",4.0,1129,$$,37.777824,-122.415969,2561,Vegetarian
357,Shabu Club,"951 Clement St, San Francisco, CA 94118",4.0,908,$$$,-9999.0,-9999.0,71999,Japanese
358,Joe’s Ice Cream,"5420 Geary Blvd, San Francisco, CA 94121",4.0,895,$,37.780488,-122.477751,68784,Ice Cream & Frozen Yogurt
359,Cafe de Casa,"2701 Leavenworth St, San Francisco, CA 94133",4.5,498,$$,-9999.0,-9999.0,82315,Coffee & Tea
360,Nob Hill Cafe,"1152 Taylor St, San Francisco, CA 94108",4.0,1411,$$,37.793238,-122.412746,1829,Italian
361,Palmetto Superfoods,"202 Clement St, San Francisco, CA 94118",4.5,400,$$,-9999.0,-9999.0,102602,Acai Bowls
362,The Progress,"1525 Fillmore St, San Francisco, CA 94115",4.0,943,$$$$,-9999.0,-9999.0,80893,American (New)
363,Keeva Indian Kitchen,"908 Clement St, San Francisco, CA 94118",4.5,641,$$,-9999.0,-9999.0,89025,Indian
364,SPQR,"1911 Fillmore St, San Francisco, CA 94115",3.5,2026,$$$$,37.787295,-122.433535,34418,Italian
365,House of Nanking,"919 Kearny St, San Francisco, CA 94133",3.5,3616,$$,37.796463,-122.405224,884,Dim Sum
366,Plentea,"341 Kearny St, San Francisco, CA 94108",3.5,2046,$,-9999.0,-9999.0,77760,Tea Rooms
367,Rintaro,"82 14th St, San Francisco, CA 94103",4.0,754,$$$,-9999.0,-9999.0,79410,Izakaya
368,Mr Pollo,"2823 Mission St, San Francisco, CA 94110",4.5,620,$$$,-9999.0,-9999.0,77750,American (New)
369,The Mill,"736 Divisadero St, San Francisco, CA 94117",4.0,1259,$$,-9999.0,-9999.0,71366,Coffee & Tea
370,Dancing Yak,"280 Valencia St, San Francisco, CA 94103",4.5,613,$$,-9999.0,-9999.0,95177,Himalayan/Nepalese
371,Chong Qing Xiao Mian,"915 Kearny St, San Francisco, CA 94133",4.0,994,$$,-9999.0,-9999.0,88082,Noodles
372,PABU Izakaya San Francisco,"101 California St, San Francisco, CA 94111",4.0,1158,$$$$,37.793424,-122.398168,61499,Japanese
373,PABU Izakaya San Francisco,"101 California St, San Francisco, CA 94111",4.0,1158,$$$$,37.793424,-122.398168,61856,Japanese
374,PABU Izakaya San Francisco,"101 California St, San Francisco, CA 94111",4.0,1158,$$$$,-9999.0,-9999.0,78426,Japanese
375,International Smoke San Francisco,"301 Mission St, San Francisco, CA 94105",4.0,1616,$$$,37.790958,-122.396042,39824,Barbeque
376,New Eritrea Restaurant & Bar,"907 Irving St, San Francisco, CA 94122",4.0,801,$$,37.763964,-122.467639,3183,Ethiopian
377,Rhea's Deli & Market,"800 Valencia St, San Francisco, CA 94110",4.5,678,$,-9999.0,-9999.0,78172,Delis
378,The Yellow Submarine,"503 Irving St, San Francisco, CA 94122",4.0,967,$,37.764136,-122.463146,65531,Sandwiches
379,Wooden Spoon,"2172 Market St, San Francisco, CA 94114",4.5,496,$$,-9999.0,-9999.0,93105,Breakfast & Brunch
380,IPOT,"1420 Irving St, San Francisco, CA 94122",4.0,1131,$$$,-9999.0,-9999.0,81857,Chinese
381,Mission Rock Resort,"817 Terry Francois Blvd, San Francisco, CA 94158",4.0,1379,$$,-9999.0,-9999.0,69147,Seafood
382,St. Francis Fountain,"2801 24th St, San Francisco, CA 94110",4.0,1217,$$,37.752833,-122.408349,2421,Breakfast & Brunch
383,San Francisco Museum of Modern Art,"151 3rd St, San Francisco, CA 94103",4.0,759,,-9999.0,-9999.0,87339,Art Museums
384,San Francisco Museum of Modern Art,"151 3rd St, San Francisco, CA 94103",4.0,759,,-9999.0,-9999.0,95960,Art Museums
385,Frena,"132 6th St, San Francisco, CA 94103",4.5,432,$$,-9999.0,-9999.0,89728,Bakeries
386,Lou's Cafe,"1508 Taraval St, San Francisco, CA 94116",4.5,468,$,-9999.0,-9999.0,79564,Breakfast & Brunch
387,Live Sushi Bar,"2001 17th St, San Francisco, CA 94103",4.0,1305,$$,37.764693,-122.403699,37038,Sushi Bars
388,25 Lusk,"25 Lusk St, San Francisco, CA 94107",4.0,1459,$$$,37.778414,-122.394411,64384,American (New)
389,25 Lusk,"25 Lusk St, San Francisco, CA 94107",4.0,1459,$$$,-9999.0,-9999.0,93572,American (New)
390,Noe Valley Bakery,"4073 24th St, San Francisco, CA 94114",4.0,871,$$,37.751314,-122.433409,4434,Bakeries
391,Breakfast at Tiffany's,"2499 San Bruno Ave, San Francisco, CA 94134",4.0,1022,$$,-9999.0,-9999.0,78306,Diners
392,Philmore Creamery,"1840 Fillmore St, San Francisco, CA 94115",4.5,324,$$,-9999.0,-9999.0,95657,Gelato
393,Grubbin',"1404 Taraval St, San Francisco, CA 94116",4.5,543,$$,-9999.0,-9999.0,77781,Sandwiches
394,VeganBurg,"1466 Haight St, San Francisco, CA 94117",4.0,921,$$,-9999.0,-9999.0,82373,Vegan
395,Poc-Chuc,"2886 16th St, San Francisco, CA 94103",4.5,578,$$,-9999.0,-9999.0,77548,Latin American
396,The Fly Trap,"606 Folsom St, San Francisco, CA 94107",4.0,1069,$$,37.785404,-122.396979,38479,Bars
397,El Castillito,"136 Church St, Ste 1111, San Francisco, CA 94114",4.0,887,$$,37.768776,-122.429095,943,Mexican
398,Eats,"50 Clement St, San Francisco, CA 94118",4.0,1260,$$,37.783221,-122.459588,61093,American (Traditional)
399,Kitava,"2011 Mission St, San Francisco, CA 94110",4.5,561,$$,-9999.0,-9999.0,90652,Gluten-Free
400,Luisa's Restaurant Wine Bar Since 1959,"759 Columbus Ave, San Francisco, CA 94133",4.5,653,$$,-9999.0,-9999.0,101179,Italian
401,Cassava,"3519 Balboa St, San Francisco, CA 94121",4.0,951,$$$,37.775705,-122.496453,68493,American (New)
402,West of Pecos,"550 Valencia St, San Francisco, CA 94110",4.0,1096,$$,37.764087,-122.421881,68963,American (Traditional)
403,Lucho's,"2675 Ocean Ave, San Francisco, CA 94132",4.5,358,$$,-9999.0,-9999.0,97760,Breakfast & Brunch
404,Hook Fish,"4542 Irving St, San Francisco, CA 94122",4.5,805,$$,-9999.0,-9999.0,90758,Seafood
405,House of Thai,"901 Larkin St, San Francisco, CA 94109",4.0,1486,$$,37.786119,-122.418182,64161,Thai
406,Shalimar,"532 Jones St, San Francisco, CA 94102",4.0,1464,$$,-9999.0,-9999.0,69665,Pakistani
407,Padrecito,"901 Cole St, San Francisco, CA 94117",4.0,1027,$$,37.765644,-122.449974,71356,Mexican
408,Jin Pot Shabu House,"5158 Geary Blvd, San Francisco, CA 94118",4.5,415,$$$,-9999.0,-9999.0,92029,Japanese
409,Oren's Hummus,"71 3rd St, San Francisco, CA 94103",4.0,811,$$,-9999.0,-9999.0,94127,Mediterranean
410,Cafe Europa,"4318 California St, San Francisco, CA 94118",4.5,528,$$,37.785108,-122.463874,70641,German
411,Aslam's Rasoi,"1037 Valencia St, San Francisco, CA 94110",4.0,965,$$,37.756293,-122.421016,65487,Indian
412,ROOH,"333 Brannan St, Ste 150, San Francisco, CA 94107",4.0,1000,$$$,-9999.0,-9999.0,86484,Indian
413,ROOH,"333 Brannan St, Ste 150, San Francisco, CA 94107",4.0,1000,$$$,-9999.0,-9999.0,89722,Indian
414,Lahore Karahi,"612 O'Farrell St, San Francisco, CA 94109",4.0,1464,$$,37.785635,-122.414779,69016,Indian
415,The Pink Elephant,"142 Minna St, San Francisco, CA 94105",4.0,1599,$$$,-9999.0,-9999.0,69397,Breakfast & Brunch
416,Trick Dog,"3010 20th St, San Francisco, CA 94110",4.0,848,$$,-9999.0,-9999.0,71149,Cocktail Bars
417,La Palma Mexicatessen,"2884 24th St, San Francisco, CA 94110",4.5,691,$,37.752798,-122.409922,4914,Mexican
418,15 Romolo,"15 Romolo Pl, San Francisco, CA 94133",4.0,1075,$$,37.798244,-122.406324,1844,Tapas/Small Plates
419,Rolling Out,"1722 Taraval St, San Francisco, CA 94116",4.5,492,$,37.742678,-122.484682,67567,Bakeries
420,Causwells,"2346 Chestnut St, San Francisco, CA 94123",4.0,858,$$,-9999.0,-9999.0,78338,American (New)
421,Hong Kong Lounge,"5322 Geary Blvd, San Francisco, CA 94121",3.5,1726,$$,-9999.0,-9999.0,99421,Dim Sum
422,Ted's Market & Deli,"1530 Howard St, San Francisco, CA 94103",4.5,519,$,37.772723,-122.41608,4923,Delis
423,The Baked Bear,"303 Columbus Ave, San Francisco, CA 94133",4.5,622,$,-9999.0,-9999.0,86294,Desserts
424,Bellota,"888 Brannan St, San Francisco, CA 94103",4.0,721,$$$,-9999.0,-9999.0,85709,Spanish
425,Domo,"511 Laguna St, San Francisco, CA 94102",4.0,931,$$,37.775902,-122.426174,39513,Sushi Bars
426,Pho 2000,"637 Larkin St, San Francisco, CA 94109",4.0,845,$$,-9999.0,-9999.0,99268,Vietnamese
