,name,display_address,rating,review_count,price,latitude,longitude,bid,type
647,Credo,"360 Pine St, San Francisco, CA 94104",4.0,897,$$$,37.792036,-122.402002,61635,Italian
648,KoJa Kitchen,"343 Clement St, San Francisco, CA 94118",4.0,675,$$,-9999.0,-9999.0,78934,Japanese
649,Viva Goa,"2420 Lombard St, San Francisco, CA 94123",4.0,569,$$,37.799188,-122.441423,63256,Indian
650,Sheba Piano Lounge,"1419 Fillmore St, San Francisco, CA 94115",4.0,630,$$,37.782764,-122.432634,18606,Ethiopian
651,Chutney,"511 Jones St, San Francisco, CA 94102",3.5,1280,$$,37.786044,-122.413054,71065,Indian
652,Mochica,"1469 18th St, San Francisco, CA 94107",4.0,700,$$,-9999.0,-9999.0,79989,Peruvian
653,Asha Tea House,"17 Kearny St, San Francisco, CA 94108",4.0,635,$,-9999.0,-9999.0,82892,Coffee & Tea
654,Goat Hill Pizza,"300 Connecticut St, San Francisco, CA 94107",3.5,1284,$$,37.762367,-122.397515,2156,Pizza
655,Great Eastern Restaurant,"649 Jackson St, San Francisco, CA 94133",3.5,2167,$$,37.796093,-122.405918,3529,Dim Sum
656,Brickhouse Bar & Grill,"426 Brannan St, San Francisco, CA 94107",3.5,1204,$$,-9999.0,-9999.0,98974,American (Traditional)
657,Red Chilli,"522 Jones St, San Francisco, CA 94102",4.0,534,$$,-9999.0,-9999.0,74210,Indian
658,Saucy Asian,"3801 17th St, San Francisco, CA 94114",4.0,397,$$,-9999.0,-9999.0,85917,Korean
659,Pampanguena Cuisine,"4441 Mission St, San Francisco, CA 94112",4.5,383,$$,37.727111,-122.432926,62179,Filipino
660,The Social Study,"1795 Geary Blvd, San Francisco, CA 94115",4.0,483,$$,-9999.0,-9999.0,67862,Wine Bars
661,Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",4.5,241,$$,37.739764,-122.409475,66202,Desserts
662,Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",4.5,241,$$,-9999.0,-9999.0,89191,Desserts
663,Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",4.5,241,$$,-9999.0,-9999.0,90818,Desserts
664,Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",4.5,241,$$,-9999.0,-9999.0,91244,Desserts
665,Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",4.5,241,$$,-9999.0,-9999.0,91450,Desserts
666,Cake Coquette,"1501 Cortland Ave, San Francisco, CA 94110",4.5,241,$$,-9999.0,-9999.0,98184,Desserts
667,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,37.794347,-122.394932,3082,American (New)
668,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,37.794347,-122.394932,389,American (New)
669,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,37.794347,-122.394932,68249,American (New)
670,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,-9999.0,-9999.0,81647,American (New)
671,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,-9999.0,-9999.0,82653,American (New)
672,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,-9999.0,-9999.0,84715,American (New)
673,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,-9999.0,-9999.0,85047,American (New)
674,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,-9999.0,-9999.0,86344,American (New)
675,One Market Restaurant,"1 Market St, San Francisco, CA 94105",3.5,1364,$$$,-9999.0,-9999.0,87628,American (New)
676,Golden Coffee Shop,"901 Sutter St, San Francisco, CA 94109",4.0,486,$,-9999.0,-9999.0,95539,Breakfast & Brunch
677,Caffe Ambrosia,"14 Trinity Pl, San Francisco, CA 94104",4.5,316,$,37.790109,-122.402597,428,Ice Cream & Frozen Yogurt
678,i-Tea,"253 Kearny St, San Francisco, CA 94108",4.0,579,$,-9999.0,-9999.0,84040,Bubble Tea
679,Calabria Bros,"4763 Mission St, San Francisco, CA 94112",5.0,190,$$,37.722162,-122.436695,68219,Caterers
680,RAW Sugar Factory,"525 Valencia St, San Francisco, CA 94110",4.0,710,$$,-9999.0,-9999.0,90568,Breakfast & Brunch
681,Chalos,"2240 Taraval St, San Francisco, CA 94116",4.5,357,$$,-9999.0,-9999.0,97065,Coffee & Tea
682,Philz Coffee,"4298 24th St, San Francisco, CA 94114",4.5,328,$$,37.751058,-122.438272,68079,Coffee & Tea
683,The Spice Jar,"2500 Bryant St, San Francisco, CA 94110",4.0,428,$$,-9999.0,-9999.0,83472,Asian Fusion
684,Yemen Kitchen,"219 Jones St, San Francisco, CA 94102",4.5,246,$$,-9999.0,-9999.0,90487,Middle Eastern
685,Robin,"620 Gough St, San Francisco, CA 94102",4.0,458,$$$$,-9999.0,-9999.0,91502,Sushi Bars
686,Barcha,"28 Fremont St, San Francisco, CA 94105",4.0,616,$$$,-9999.0,-9999.0,84124,Mediterranean
687,Il Pollaio,"555 Columbus Ave, San Francisco, CA 94133",4.5,403,$$,37.800036,-122.409817,477,Italian
688,Bernie's,"3966 24th St, San Francisco, CA 94114",4.5,366,$$,37.751533,-122.431118,35464,Coffee & Tea
689,Pearl 6101,"6101 California St, San Francisco, CA 94121",4.5,365,$$,-9999.0,-9999.0,95114,Italian
690,Mr Szechuan,"890 Taraval St, San Francisco, CA 94116",4.5,414,$$,-9999.0,-9999.0,86718,Chinese
691,Outpost,"1052 Folsom St, San Francisco, CA 94103",4.0,625,$$,37.777504,-122.406948,61390,Coffee & Tea
692,El Farolito,"4817 Mission St, San Francisco, CA 94112",4.0,719,$,37.721251,-122.437385,827,Mexican
693,Begoni Bistro,"615 Jackson St, San Francisco, CA 94133",4.0,873,$$,-9999.0,-9999.0,76876,Dim Sum
694,Pat's Cafe,"2330 Taylor St, San Francisco, CA 94133",4.0,793,$$,37.803947,-122.414927,1852,Breakfast & Brunch
695,Lime Tree Southeast Asian Kitchen,"836 Clement St, San Francisco, CA 94118",4.5,389,$$,-9999.0,-9999.0,91250,Malaysian
696,Cocobang,"550 Taylor St, San Francisco, CA 94102",3.5,1048,$$,37.787657,-122.411627,21921,Korean
697,Kim Son Vietnamese Restaurant,"3614 Balboa St, San Francisco, CA 94121",4.0,759,$$,37.775728,-122.497701,18102,Vietnamese
698,El Burrito Express,"1812 Divisadero St, San Francisco, CA 94115",4.0,800,$$,37.786407,-122.440057,628,Mexican
699,John's Grill,"63 Ellis St, San Francisco, CA 94102",3.5,1443,$$$,-9999.0,-9999.0,72171,Steakhouses
700,The Jelly Donut,"3198 24th St, San Francisco, CA 94110",4.5,288,$,37.752439,-122.41625,38929,Donuts
701,Marcello's Pizza,"420 Castro St, San Francisco, CA 94114",4.0,745,$,37.762057,-122.435145,902,Pizza
702,Pho Tan Hoa,"431 Jones St, San Francisco, CA 94102",4.0,647,$$,37.785446,-122.412972,33113,Vietnamese
703,Pa'ina Lounge & Restaurant,"1865 Post St, San Francisco, CA 94115",4.0,714,$$,-9999.0,-9999.0,84982,Hawaiian
704,Alnico,"1050 Valencia St, San Francisco, CA 94110",4.5,302,$$,-9999.0,-9999.0,96600,Asian Fusion
705,Tortas Los Picudos,"2969 24th St, San Francisco, CA 94110",4.5,329,$$,37.752653,-122.411359,62739,Mexican
706,The Sandwich Place,"2029 Mission St, San Francisco, CA 94110",4.5,294,$,37.764384,-122.419566,1075,Sandwiches
707,Mission Bowling Club,"3176 17th St, San Francisco, CA 94110",4.0,625,$$,37.763628,-122.416652,68394,Bowling
708,707 Sutter,"707 Sutter St, San Francisco, CA 94109",4.0,800,$$,-9999.0,-9999.0,87285,Korean
709,Chubby Noodle,"570 Green St, San Francisco, CA 94133",4.0,846,$$,-9999.0,-9999.0,86423,Asian Fusion
710,Cafe International,"508 Haight St, San Francisco, CA 94117",4.0,428,$,37.772097,-122.430814,2385,Coffee & Tea
711,Bask,"42 Columbus Ave, San Francisco, CA 94111",4.0,726,$$,37.796095,-122.404063,68356,Basque
712,Spice of America,"1655 Market St, San Francisco, CA 94103",4.5,292,$$,-9999.0,-9999.0,94188,Indian
713,The Cheese School of San Francisco,"900 North Point St, Ste K201, San Francisco, CA 94109",4.5,216,$$,37.805427,-122.422854,3054,Cafes
714,Izzy's - San Francisco,"3345 Steiner St, San Francisco, CA 94123",3.5,1210,$$$,37.800384,-122.437864,3885,Steakhouses
715,WesBurger 'N' More,"2240 Mission St, San Francisco, CA 94110",4.0,686,$$,-9999.0,-9999.0,85953,Burgers
716,DragonEats,"555 Folsom St, San Francisco, CA 94105",4.0,427,$,-9999.0,-9999.0,78965,Vietnamese
717,Sababa,"329 Kearny St, San Francisco, CA 94108",4.5,373,$$,-9999.0,-9999.0,86539,Mediterranean
718,Szechuan Cuisine,"1920 Irving St, San Francisco, CA 94122",4.0,416,$$,-9999.0,-9999.0,81244,Szechuan
719,Golden Crab House,"1830 Irving St, San Francisco, CA 94122",4.5,313,$$$,-9999.0,-9999.0,97659,Seafood
720,RM 212,"690 Sacramento St, San Francisco, CA 94111",4.5,411,$$,-9999.0,-9999.0,89497,Asian Fusion
721,Laguna Cafe,"1821 Haight St, San Francisco, CA 94117",4.5,426,$$,-9999.0,-9999.0,75448,Hookah Bars
722,Central Coffee Tea & Spice,"1696 Hayes St, San Francisco, CA 94117",4.5,319,$,37.774198,-122.444214,1043,Cafes
723,Atlas Cafe,"3049 20th St, San Francisco, CA 94110",4.0,835,$$,37.759073,-122.411418,1792,Sandwiches
724,Ploy II,"1770 Haight St, San Francisco, CA 94117",4.0,776,$$,37.769458,-122.451354,2397,Thai
725,Catch,"2362 Market St, San Francisco, CA 94114",3.5,993,$$,37.763263,-122.43446,36014,Seafood
726,Caffe Sport,"574 Green St, San Francisco, CA 94133",4.0,862,$$,-9999.0,-9999.0,88091,Italian
727,Taqueria Los Coyotes,"3036 16th St, San Francisco, CA 94103",3.5,963,$$,37.765028,-122.420402,3614,Mexican
728,Henry's House of Coffee - Cafe,"1618 Noriega St, San Francisco, CA 94122",4.5,438,$,37.754058,-122.481201,6625,Coffee & Tea
729,The Crepe House,"1755 Polk St, San Francisco, CA 94109",4.0,738,$$,-9999.0,-9999.0,79756,Creperies
730,Seakor Polish Delicatessen,"5957 Geary Blvd, San Francisco, CA 94121",4.5,258,$,37.780054,-122.483181,5077,Grocery
731,Parkside Tavern,"1940 Taraval St, San Francisco, CA 94116",4.0,566,$$,37.742579,-122.487112,60737,Irish
732,Two Sons' Sandwiches,"2249 17th St, San Francisco, CA 94103",4.5,266,$$,-9999.0,-9999.0,98773,Sandwiches
733,Fly Bar,"762 Divisadero St, San Francisco, CA 94117",4.0,760,$$,-9999.0,-9999.0,87648,American (Traditional)
734,Ocean Ale House,"1314 Ocean Ave, San Francisco, CA 94112",4.5,316,$$,-9999.0,-9999.0,86816,Beer Gardens
735,Mister Jiu's,"28 Waverly Pl, San Francisco, CA 94108",3.5,882,$$$$,-9999.0,-9999.0,84865,Chinese
736,Noc Noc,"557 Haight St, San Francisco, CA 94117",4.0,516,$,37.771964,-122.431336,3631,Dive Bars
737,Aux Delices Vietnamese Restaurant,"2327 Polk St, San Francisco, CA 94109",4.0,759,$$,37.798274,-122.422264,1146,Vietnamese
738,Scullery,"687 Geary St, San Francisco, CA 94102",4.5,283,$,-9999.0,-9999.0,97190,Coffee & Tea
739,Onigilly - San Francisco,"343 Kearny St, San Francisco, CA 94108",4.0,559,$$,37.791149,-122.404171,69368,Japanese
740,Mau,"180 Spear St, San Francisco, CA 94105",4.0,916,$$,-9999.0,-9999.0,71946,Vietnamese
741,Joy's Place,"611 Post St, San Francisco, CA 94109",4.0,646,$,-9999.0,-9999.0,102518,Desserts
742,King of Noodles,"1639 Irving St, San Francisco, CA 94122",4.0,802,$$,-9999.0,-9999.0,85307,Chinese
743,Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",4.0,782,$$,-9999.0,-9999.0,28169,Desserts
744,Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",4.0,782,$$,37.784848,-122.406892,67982,Desserts
745,Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",4.0,782,$$,-9999.0,-9999.0,77528,Desserts
746,Bake Cheese Tart,"845 Market St, San Francisco, CA 94103",4.0,782,$$,-9999.0,-9999.0,79329,Desserts
747,Iron Horse Cocktails,"25 Maiden Ln, San Francisco, CA 94108",5.0,172,$$,-9999.0,-9999.0,92409,Cocktail Bars
748,Cafe Reverie,"848 Cole St, San Francisco, CA 94117",4.0,619,$$,37.766097,-122.449997,1261,Sandwiches
749,La Mediterranee,"288 Noe St, San Francisco, CA 94114",4.0,626,$$,37.764489,-122.433195,2274,Mediterranean
750,Mr. Bread,"1018 Taraval St, San Francisco, CA 94116",4.5,305,$,-9999.0,-9999.0,94616,Bakeries
751,Capital One Café,"101 Post St, San Francisco, CA 94108",4.5,361,$,-9999.0,-9999.0,79970,Banks & Credit Unions
752,Eastern Bakery,"720 Grant Ave, San Francisco, CA 94108",4.0,746,$,37.793598,-122.406097,9679,Bakeries
753,Rose's Cafe,"2298 Union St, San Francisco, CA 94123",3.5,1024,$$,37.796927,-122.436974,2739,Italian
754,Native Burger,"3420 Geary Blvd, San Francisco, CA 94118",4.5,289,$$,-9999.0,-9999.0,93401,Burgers
755,Hinodeya Downtown,"680 Clay St, San Francisco, CA 94111",4.5,346,$$,-9999.0,-9999.0,97191,Ramen
756,Fifty / Fifty Coffee and Tea,"3157 Geary Blvd, San Francisco, CA 94118",4.0,463,$,-9999.0,-9999.0,69679,Coffee & Tea
757,Morty's Delicatessen,"280 Golden Gate Ave, San Francisco, CA 94102",4.0,527,$,-9999.0,-9999.0,87015,Coffee & Tea
758,Beloved Cafe,"3338 24th St, San Francisco, CA 94110",4.5,318,$$,-9999.0,-9999.0,87782,Coffee & Tea
759,Sushi Zen,"1041 Taraval St, San Francisco, CA 94116",4.0,729,$$,37.742933,-122.47745,20116,Sushi Bars
760,Tacko,"3115 Fillmore St, San Francisco, CA 94123",4.0,925,$$,37.798273,-122.435774,65624,Mexican
761,Chomp N' Swig,"5203 Geary Blvd, San Francisco, CA 94118",4.0,405,$$,-9999.0,-9999.0,97219,Sandwiches
762,New Village Cafe,"1426 Polk St, San Francisco, CA 94109",4.0,551,$$,-9999.0,-9999.0,98886,Diners
763,Lung Fung Bakery,"1823 Clement St, San Francisco, CA 94121",4.5,340,$,-9999.0,-9999.0,83799,Bakeries
764,Gus's Community Market,"3701 Noriega St, Unit A, San Francisco, CA 94122",4.5,314,$$,37.753003,-122.503549,7728,Fruits & Veggies
765,Hazel's Kitchen,"1319 18th St, San Francisco, CA 94107",4.0,420,$,37.762575,-122.395757,20291,Sandwiches
766,Umi,"1328 18th St, San Francisco, CA 94107",4.0,617,$$,37.762679,-122.395859,35812,Japanese
767,1428 HAIGHT Patio Cafe & Crepery,"1428 Haight St, San Francisco, CA 94117",4.0,440,$$,-9999.0,-9999.0,79117,American (Traditional)
768,Kibatsu,"400 Haight St, San Francisco, CA 94117",4.5,265,$$$,-9999.0,-9999.0,97372,Sushi Bars
769,King Of Thai Noodle House,"184 O'Farrell St, San Francisco, CA 94102",3.5,1952,$$,-9999.0,-9999.0,100210,Thai
770,Bacon Bacon Cafe - San Francisco,"205 A Frederick St, San Francisco, CA 94117",4.0,480,$$,-9999.0,-9999.0,68242,Breakfast & Brunch
771,Regent Thai Restaurant,"1700 Church St, San Francisco, CA 94131",4.0,574,$$,-9999.0,-9999.0,100750,Thai
772,Mamanoko,"2317 Chestnut St, San Francisco, CA 94123",4.5,403,$$,-9999.0,-9999.0,91270,Japanese
773,Rong's,"3420 Balboa St, San Francisco, CA 94121",4.5,272,$$,-9999.0,-9999.0,90939,Cantonese
774,Warakubune Sushi,"307 Church St, San Francisco, CA 94114",4.0,607,$$,37.765933,-122.428746,3846,Conveyor Belt Sushi
775,Fumi Japanese Curry & Ramen,"3303 Mission St, San Francisco, CA 94110",4.0,461,$$,-9999.0,-9999.0,81302,Ramen
776,Sushi Goemon,"1524 Irving St, San Francisco, CA 94122",4.5,294,$$,-9999.0,-9999.0,93473,Japanese
777,Manora's Thai Cuisine,"1600 Folsom St, San Francisco, CA 94103",4.0,608,$$,37.770748,-122.415137,2437,Thai
778,Turtle Tower,"645 Larkin St, San Francisco, CA 94109",3.5,818,$$,-9999.0,-9999.0,86829,Vietnamese
779,Philz Coffee,"5 Embarcadero Ctr, San Francisco, CA 94111",4.0,409,$,-9999.0,-9999.0,98657,Coffee & Tea
780,The Pots Hot Pot Buffet,"2652 Judah St, San Francisco, CA 94122",4.0,764,$$$,-9999.0,-9999.0,86654,Hot Pot
781,Amitis Café,"800 Masonic Ave, San Francisco, CA 94117",4.5,207,$$,-9999.0,-9999.0,83687,Poke
782,The Dark Horse Inn,"942 Geneva Ave, San Francisco, CA 94112",4.5,335,$$,37.716105,-122.440422,67489,Bars
783,King's Thai Cuisine 1,"639 Clement St, San Francisco, CA 94118",3.5,973,$$,37.782833,-122.46615,1350,Thai
784,Curbside Cafe,"2417 California St, San Francisco, CA 94115",4.0,822,$$,37.788822,-122.434116,62900,Breakfast & Brunch
